Time,Intensity131,Intensity142,IntensityHOE2,Intensitystandardmix,IntensityTetra
1,-12,-11,-11,-53,-27
1.00833,-13,-12,-10,-54,-26
1.01667,-13,-14,-10,-54,-25
1.025,-13,-15,-9,-55,-26
1.03333,-12,-14,-9,-56,-27
1.04167,-11,-13,-9,-57,-26
1.05,-13,-13,-10,-58,-25
1.05833,-14,-12,-10,-58,-26
1.06667,-14,-12,-9,-58,-27
1.075,-14,-13,-8,-58,-27
1.08333,-14,-13,-8,-58,-27
1.09167,-14,-13,-9,-58,-27
1.1,-15,-13,-10,-58,-27
1.10833,-15,-13,-11,-58,-26
1.11667,-15,-13,-12,-59,-27
1.125,-14,-13,-12,-60,-27
1.13333,-13,-14,-13,-60,-28
1.14167,-14,-14,-14,-60,-28
1.15,-14,-14,-14,-60,-28
1.15833,-14,-13,-13,-61,-28
1.16667,-15,-13,-13,-60,-27
1.175,-15,-13,-12,-61,-28
1.18333,-15,-12,-11,-61,-29
1.19167,-14,-12,-12,-62,-29
1.2,-15,-12,-12,-63,-29
1.20833,-15,-14,-12,-62,-28
1.21667,-16,-14,-13,-62,-27
1.225,-16,-15,-15,-61,-28
1.23333,-17,-15,-15,-61,-29
1.24167,-17,-16,-15,-61,-29
1.25,-17,-16,-15,-61,-30
1.25833,-18,-16,-14,-60,-30
1.26667,-18,-15,-14,-60,-29
1.275,-19,-14,-14,-62,-29
1.28333,-19,-14,-14,-63,-28
1.29167,-19,-14,-15,-63,-28
1.3,-18,-14,-16,-63,-28
1.30833,-18,-14,-17,-63,-28
1.31667,-19,-15,-17,-63,-28
1.325,-20,-16,-18,-65,-28
1.33333,-20,-16,-19,-66,-28
1.34167,-20,-17,-18,-67,-28
1.35,-19,-17,-18,-66,-30
1.35833,-18,-16,-18,-65,-31
1.36667,-17,-15,-19,-64,-32
1.375,-19,-15,-19,-65,-33
1.38333,-19,-16,-19,-65,-33
1.39167,-18,-16,-19,-65,-33
1.4,-18,-17,-19,-65,-33
1.40833,-19,-18,-18,-66,-33
1.41667,-19,-18,-19,-66,-32
1.425,-20,-18,-21,-67,-32
1.43333,-20,-17,-21,-67,-32
1.44167,-19,-15,-21,-68,-32
1.45,-19,-14,-21,-68,-32
1.45833,-20,-15,-21,-68,-32
1.46667,-20,-16,-21,-68,-32
1.475,-20,-16,-20,-67,-31
1.48333,-20,-16,-20,-67,-31
1.49167,-19,-16,-20,-68,-31
1.5,-20,-17,-20,-70,-31
1.50833,-20,-16,-19,-70,-31
1.51667,-21,-16,-19,-70,-32
1.525,-21,-15,-20,-70,-32
1.53333,-21,-15,-21,-70,-33
1.54167,-20,-16,-21,-70,-34
1.55,-20,-17,-20,-70,-34
1.55833,-20,-18,-20,-71,-34
1.56667,-21,-19,-20,-71,-35
1.575,-22,-19,-21,-71,-35
1.58333,-22,-18,-23,-71,-34
1.59167,-22,-18,-24,-71,-34
1.6,-21,-18,-24,-71,-35
1.60833,-20,-17,-24,-71,-35
1.61667,-20,-18,-24,-71,-35
1.625,-21,-18,-23,-71,-36
1.63333,-21,-18,-22,-72,-36
1.64167,-21,-19,-21,-72,-36
1.65,-21,-19,-22,-72,-36
1.65833,-21,-19,-22,-72,-35
1.66667,-21,-19,-23,-73,-36
1.675,-21,-19,-23,-73,-36
1.68333,-22,-19,-23,-74,-35
1.69167,-22,-18,-25,-75,-35
1.7,-21,-17,-26,-74,-36
1.70833,-21,-16,-26,-74,-37
1.71667,-20,-16,-26,-73,-37
1.725,-19,-17,-27,-74,-37
1.73333,-19,-18,-26,-74,-37
1.74167,-20,-19,-26,-75,-37
1.75,-21,-19,-26,-75,-36
1.75833,-22,-18,-26,-76,-36
1.76667,-23,-18,-27,-76,-36
1.775,-25,-19,-28,-75,-36
1.78333,-26,-19,-29,-74,-36
1.79167,-25,-18,-30,-74,-36
1.8,-25,-19,-29,-74,-37
1.80833,-24,-18,-28,-75,-37
1.81667,-24,-18,-27,-76,-36
1.825,-25,-18,-27,-76,-36
1.83333,-24,-19,-28,-75,-36
1.84167,-24,-18,-29,-74,-36
1.85,-24,-18,-29,-74,-37
1.85833,-23,-18,-28,-76,-36
1.86667,-23,-18,-27,-79,-35
1.875,-23,-17,-28,-79,-35
1.88333,-24,-18,-28,-79,-35
1.89167,-24,-18,-27,-78,-36
1.9,-23,-18,-26,-78,-37
1.90833,-23,-19,-26,-78,-37
1.91667,-23,-19,-26,-77,-38
1.925,-24,-18,-26,-76,-38
1.93333,-24,-18,-27,-76,-37
1.94167,-24,-18,-28,-77,-36
1.95,-23,-17,-28,-77,-36
1.95833,-23,-18,-29,-77,-37
1.96667,-23,-17,-29,-78,-38
1.975,-25,-18,-28,-78,-37
1.98333,-25,-18,-28,-78,-36
1.99167,-25,-18,-27,-78,-37
2,-24,-18,-27,-78,-37
2.00833,-24,-18,-28,-80,-37
2.01667,-24,-19,-28,-81,-37
2.025,-23,-19,-28,-81,-37
2.03333,-23,-19,-28,-81,-38
2.04167,-24,-18,-29,-81,-38
2.05,-25,-18,-31,-81,-38
2.05833,-24,-19,-31,-82,-39
2.06667,-24,-19,-31,-82,-39
2.075,-25,-20,-31,-82,-40
2.08333,-25,-21,-31,-82,-39
2.09167,-25,-21,-31,-82,-39
2.1,-25,-22,-32,-83,-39
2.10833,-25,-22,-32,-83,-39
2.11667,-24,-23,-32,-82,-38
2.125,-24,-21,-32,-82,-38
2.13333,-24,-20,-32,-82,-38
2.14167,-24,-20,-32,-82,-39
2.15,-24,-19,-32,-82,-39
2.15833,-24,-17,-32,-82,-39
2.16667,-24,-18,-33,-80,-39
2.175,-24,-19,-32,-79,-38
2.18333,-25,-21,-33,-78,-38
2.19167,-25,-21,-32,-78,-39
2.2,-26,-21,-32,-79,-39
2.20833,-26,-20,-32,-80,-38
2.21667,-26,-19,-32,-81,-37
2.225,-26,-19,-32,-83,-36
2.23333,-25,-19,-32,-85,-37
2.24167,-26,-18,-32,-85,-39
2.25,-26,-18,-33,-84,-40
2.25833,-25,-19,-33,-84,-40
2.26667,-25,-19,-34,-85,-40
2.275,-25,-19,-34,-84,-40
2.28333,-24,-18,-33,-84,-40
2.29167,-24,-18,-32,-84,-39
2.3,-23,-18,-31,-84,-39
2.30833,-23,-17,-31,-84,-40
2.31667,-26,-17,-31,-85,-40
2.325,-27,-17,-32,-86,-41
2.33333,-26,-17,-32,-87,-41
2.34167,-26,-17,-32,-87,-41
2.35,-26,-17,-33,-86,-40
2.35833,-27,-18,-33,-86,-38
2.36667,-27,-18,-33,-87,-37
2.375,-27,-19,-32,-87,-37
2.38333,-27,-20,-32,-87,-38
2.39167,-27,-21,-32,-86,-39
2.4,-28,-21,-33,-86,-40
2.40833,-28,-22,-34,-86,-41
2.41667,-28,-22,-34,-86,-42
2.425,-29,-21,-34,-86,-42
2.43333,-30,-21,-34,-86,-42
2.44167,-30,-21,-34,-87,-42
2.45,-29,-20,-35,-87,-42
2.45833,-28,-20,-34,-86,-42
2.46667,-28,-19,-34,-86,-42
2.475,-28,-19,-34,-86,-41
2.48333,-28,-20,-34,-86,-40
2.49167,-28,-20,-34,-87,-40
2.5,-28,-21,-34,-87,-40
2.50833,-28,-22,-35,-86,-40
2.51667,-27,-22,-35,-86,-40
2.525,-26,-21,-34,-87,-40
2.53333,-27,-21,-34,-88,-41
2.54167,-26,-21,-34,-88,-41
2.55,-26,-20,-34,-86,-42
2.55833,-28,-20,-35,-83,-43
2.56667,-28,-21,-35,-84,-44
2.575,-27,-22,-35,-84,-45
2.58333,-27,-22,-34,-85,-44
2.59167,-27,-20,-34,-86,-44
2.6,-27,-18,-33,-87,-43
2.60833,-27,-18,-33,-88,-41
2.61667,-27,-18,-34,-89,-42
2.625,-28,-18,-35,-90,-42
2.63333,-28,-18,-36,-91,-41
2.64167,-26,-19,-37,-91,-41
2.65,-25,-20,-36,-92,-42
2.65833,-27,-21,-37,-92,-43
2.66667,-27,-20,-37,-91,-44
2.675,-27,-20,-37,-91,-43
2.68333,-27,-21,-37,-93,-42
2.69167,-27,-21,-37,-93,-42
2.7,-27,-21,-37,-93,-43
2.70833,-28,-20,-38,-93,-44
2.71667,-28,-20,-38,-93,-43
2.725,-28,-20,-38,-92,-43
2.73333,-28,-20,-39,-91,-44
2.74167,-28,-20,-40,-91,-46
2.75,-28,-19,-40,-90,-46
2.75833,-27,-19,-39,-90,-46
2.76667,-28,-20,-38,-90,-45
2.775,-28,-20,-37,-91,-44
2.78333,-28,-19,-37,-92,-44
2.79167,-28,-20,-37,-91,-44
2.8,-28,-20,-38,-91,-43
2.80833,-27,-20,-39,-91,-44
2.81667,-27,-20,-40,-92,-44
2.825,-28,-19,-40,-91,-43
2.83333,-28,-20,-39,-89,-41
2.84167,-30,-21,-39,-87,-41
2.85,-29,-21,-38,-86,-40
2.85833,-29,-22,-37,-85,-39
2.86667,-29,-22,-36,-82,-36
2.875,-29,-21,-37,-80,-33
2.88333,-28,-21,-38,-78,-30
2.89167,-29,-22,-39,-76,-26
2.9,-30,-22,-38,-74,-22
2.90833,-30,-22,-39,-73,-19
2.91667,-29,-21,-39,-70,-15
2.925,-29,-21,-39,-71,-12
2.93333,-30,-20,-38,-71,-10
2.94167,-30,-19,-39,-72,-9
2.95,-30,-20,-38,-73,-8
2.95833,-29,-21,-38,-74,-9
2.96667,-30,-22,-37,-75,-10
2.975,-30,-22,-38,-75,-11
2.98333,-29,-20,-38,-76,-12
2.99167,-29,-19,-37,-78,-15
3,-28,-20,-38,-79,-17
3.00833,-28,-22,-39,-81,-20
3.01667,-29,-21,-39,-83,-22
3.025,-28,-21,-38,-85,-24
3.03333,-28,-21,-37,-86,-27
3.04167,-27,-21,-37,-88,-30
3.05,-27,-20,-38,-90,-31
3.05833,-26,-20,-38,-91,-32
3.06667,-27,-21,-38,-91,-33
3.075,-28,-21,-39,-93,-34
3.08333,-27,-21,-40,-95,-36
3.09167,-27,-20,-40,-96,-38
3.1,-26,-18,-41,-97,-40
3.10833,-25,-18,-41,-98,-42
3.11667,-23,-17,-40,-99,-44
3.125,-21,-15,-39,-101,-46
3.13333,-20,-13,-39,-103,-48
3.14167,-19,-10,-38,-103,-50
3.15,-18,-8,-38,-104,-51
3.15833,-16,-6,-38,-106,-52
3.16667,-13,-2,-38,-109,-54
3.175,-10,1,-37,-114,-55
3.18333,-8,4,-38,-121,-57
3.19167,-5,7,-39,-130,-57
3.2,-2,9,-40,-141,-59
3.20833,0,11,-39,-152,-61
3.21667,2,12,-39,-165,-66
3.225,3,12,-39,-177,-74
3.23333,4,12,-41,-188,-85
3.24167,5,11,-42,-199,-99
3.25,6,12,-41,-210,-114
3.25833,5,10,-41,-220,-130
3.26667,4,9,-41,-229,-148
3.275,3,9,-41,-236,-165
3.28333,1,7,-40,-239,-180
3.29167,-1,6,-39,-239,-193
3.3,-3,5,-38,-237,-205
3.30833,-4,4,-39,-234,-216
3.31667,-6,0,-39,-230,-222
3.325,-8,-3,-40,-226,-226
3.33333,-10,-5,-41,-220,-227
3.34167,-11,-6,-42,-214,-225
3.35,-13,-7,-42,-207,-221
3.35833,-16,-9,-42,-200,-215
3.36667,-17,-11,-43,-191,-207
3.375,-18,-12,-44,-180,-197
3.38333,-19,-13,-44,-169,-188
3.39167,-20,-15,-43,-159,-177
3.4,-22,-17,-41,-149,-166
3.40833,-26,-19,-41,-138,-153
3.41667,-28,-20,-39,-129,-140
3.425,-29,-22,-38,-120,-127
3.43333,-31,-23,-37,-111,-113
3.44167,-34,-27,-37,-102,-99
3.45,-39,-32,-36,-94,-87
3.45833,-46,-40,-34,-86,-77
3.46667,-56,-51,-31,-79,-67
3.475,-68,-63,-29,-72,-57
3.48333,-82,-77,-27,-65,-46
3.49167,-97,-94,-25,-59,-35
3.5,-114,-111,-23,-54,-24
3.50833,-131,-129,-22,-49,-15
3.51667,-148,-145,-21,-46,-6
3.525,-163,-159,-20,-42,2
3.53333,-178,-171,-19,-39,10
3.54167,-189,-180,-18,-37,17
3.55,-198,-188,-18,-35,22
3.55833,-204,-192,-18,-33,28
3.56667,-206,-195,-18,-32,34
3.575,-206,-195,-18,-29,39
3.58333,-205,-192,-19,-25,42
3.59167,-202,-187,-20,-24,45
3.6,-198,-181,-21,-26,47
3.60833,-191,-174,-22,-29,48
3.61667,-182,-167,-24,-31,48
3.625,-172,-158,-27,-34,48
3.63333,-163,-149,-28,-36,47
3.64167,-152,-139,-29,-38,46
3.65,-140,-128,-30,-41,45
3.65833,-128,-115,-31,-43,45
3.66667,-115,-101,-33,-44,43
3.675,-103,-88,-35,-45,41
3.68333,-90,-75,-38,-49,40
3.69167,-77,-62,-41,-52,38
3.7,-65,-50,-44,-54,36
3.70833,-52,-37,-46,-56,34
3.71667,-38,-25,-50,-58,31
3.725,-25,-14,-55,-59,29
3.73333,-14,-3,-61,-60,26
3.74167,-3,8,-70,-62,24
3.75,7,17,-80,-63,22
3.75833,17,26,-91,-66,19
3.76667,27,34,-102,-68,16
3.775,36,42,-114,-70,13
3.78333,45,48,-127,-73,10
3.79167,50,54,-139,-75,8
3.8,54,59,-151,-77,5
3.80833,57,63,-161,-78,2
3.81667,59,66,-171,-80,-1
3.825,62,68,-180,-83,-3
3.83333,64,70,-185,-84,-4
3.84167,66,72,-188,-85,-6
3.85,67,74,-190,-86,-9
3.85833,67,75,-191,-88,-12
3.86667,68,76,-189,-90,-15
3.875,68,75,-186,-91,-17
3.88333,68,74,-180,-92,-19
3.89167,66,73,-173,-93,-22
3.9,64,73,-166,-94,-25
3.90833,61,71,-158,-95,-26
3.91667,59,67,-148,-97,-27
3.925,58,64,-137,-99,-30
3.93333,56,62,-126,-98,-32
3.94167,53,61,-114,-98,-34
3.95,51,58,-102,-98,-35
3.95833,48,55,-90,-99,-36
3.96667,44,51,-78,-100,-37
3.975,40,49,-66,-101,-37
3.98333,36,46,-54,-102,-38
3.99167,33,44,-44,-103,-39
4,30,41,-33,-103,-39
4.00833,28,39,-24,-104,-38
4.01667,26,36,-14,-104,-40
4.025,24,34,-6,-104,-41
4.03333,21,30,1,-103,-41
4.04167,19,27,7,-103,-41
4.05,19,25,12,-103,-41
4.05833,16,23,18,-103,-42
4.06667,13,21,23,-103,-44
4.075,10,18,27,-105,-45
4.08333,7,17,30,-106,-46
4.09167,4,15,33,-106,-47
4.1,2,13,34,-106,-47
4.10833,1,10,36,-104,-47
4.11667,0,8,36,-105,-47
4.125,-3,6,37,-106,-48
4.13333,-5,5,38,-107,-48
4.14167,-7,4,37,-108,-47
4.15,-9,2,37,-109,-47
4.15833,-10,0,37,-109,-47
4.16667,-11,-1,36,-109,-48
4.175,-12,-2,34,-109,-48
4.18333,-13,-2,32,-109,-48
4.19167,-14,-3,30,-109,-49
4.2,-16,-3,27,-109,-49
4.20833,-17,-4,25,-109,-49
4.21667,-18,-5,22,-109,-49
4.225,-19,-6,18,-109,-49
4.23333,-18,-7,16,-109,-48
4.24167,-19,-8,14,-111,-48
4.25,-19,-9,12,-111,-50
4.25833,-21,-10,8,-111,-50
4.26667,-23,-11,5,-112,-50
4.275,-23,-12,2,-112,-51
4.28333,-23,-11,0,-112,-52
4.29167,-24,-10,-2,-113,-52
4.3,-24,-11,-4,-112,-53
4.30833,-25,-12,-4,-112,-52
4.31667,-26,-12,-5,-111,-51
4.325,-26,-13,-7,-112,-51
4.33333,-26,-14,-9,-112,-51
4.34167,-26,-15,-12,-112,-52
4.35,-27,-16,-14,-113,-52
4.35833,-28,-16,-16,-112,-52
4.36667,-28,-15,-17,-112,-52
4.375,-27,-15,-19,-112,-52
4.38333,-26,-16,-20,-112,-52
4.39167,-26,-16,-21,-113,-52
4.4,-27,-17,-23,-113,-53
4.40833,-27,-16,-24,-112,-53
4.41667,-26,-15,-25,-111,-51
4.425,-26,-16,-25,-111,-51
4.43333,-26,-16,-26,-112,-52
4.44167,-27,-17,-28,-113,-53
4.45,-27,-17,-29,-113,-52
4.45833,-27,-18,-30,-113,-51
4.46667,-27,-18,-33,-113,-51
4.475,-27,-18,-34,-114,-51
4.48333,-27,-18,-35,-114,-51
4.49167,-28,-18,-36,-114,-50
4.5,-30,-19,-37,-114,-51
4.50833,-30,-19,-38,-114,-51
4.51667,-30,-19,-40,-114,-51
4.525,-30,-19,-40,-114,-51
4.53333,-30,-19,-39,-114,-52
4.54167,-30,-19,-39,-115,-53
4.55,-30,-19,-39,-115,-54
4.55833,-31,-19,-40,-116,-55
4.56667,-31,-18,-40,-117,-55
4.575,-32,-17,-39,-116,-54
4.58333,-32,-17,-39,-116,-53
4.59167,-32,-17,-39,-115,-53
4.6,-32,-17,-40,-116,-54
4.60833,-32,-17,-40,-116,-55
4.61667,-32,-18,-40,-116,-55
4.625,-31,-19,-40,-116,-55
4.63333,-30,-19,-41,-116,-54
4.64167,-30,-20,-40,-117,-53
4.65,-30,-20,-39,-117,-54
4.65833,-30,-19,-38,-117,-54
4.66667,-30,-19,-38,-117,-54
4.675,-30,-18,-40,-116,-54
4.68333,-30,-18,-41,-115,-54
4.69167,-30,-17,-40,-113,-54
4.7,-30,-18,-40,-113,-55
4.70833,-31,-19,-41,-113,-55
4.71667,-33,-19,-41,-114,-55
4.725,-32,-19,-43,-115,-55
4.73333,-32,-18,-43,-114,-55
4.74167,-32,-18,-43,-114,-56
4.75,-31,-19,-43,-115,-57
4.75833,-31,-21,-42,-116,-57
4.76667,-33,-21,-41,-117,-56
4.775,-34,-22,-41,-118,-56
4.78333,-34,-20,-40,-119,-56
4.79167,-35,-19,-40,-118,-55
4.8,-34,-20,-41,-118,-55
4.80833,-33,-20,-44,-117,-54
4.81667,-32,-20,-46,-117,-53
4.825,-32,-19,-46,-116,-54
4.83333,-32,-19,-45,-115,-53
4.84167,-31,-20,-46,-115,-53
4.85,-31,-20,-46,-115,-53
4.85833,-31,-19,-45,-114,-54
4.86667,-30,-19,-45,-116,-53
4.875,-30,-20,-45,-119,-53
4.88333,-30,-20,-45,-120,-52
4.89167,-31,-20,-45,-120,-53
4.9,-30,-20,-44,-120,-53
4.90833,-31,-19,-44,-120,-54
4.91667,-32,-19,-44,-120,-54
4.925,-32,-19,-44,-121,-54
4.93333,-32,-18,-43,-120,-54
4.94167,-31,-19,-43,-120,-54
4.95,-32,-20,-43,-119,-54
4.95833,-33,-21,-43,-119,-53
4.96667,-33,-21,-43,-118,-53
4.975,-32,-21,-43,-117,-54
4.98333,-31,-20,-45,-118,-54
4.99167,-31,-20,-44,-119,-54
5,-33,-20,-44,-120,-54
5.00833,-34,-20,-45,-120,-55
5.01667,-33,-21,-45,-119,-55
5.025,-33,-21,-45,-119,-55
5.03333,-32,-21,-44,-119,-56
5.04167,-32,-21,-44,-117,-57
5.05,-31,-20,-45,-117,-57
5.05833,-30,-19,-45,-116,-57
5.06667,-31,-19,-45,-116,-57
5.075,-31,-19,-44,-115,-57
5.08333,-31,-20,-43,-116,-57
5.09167,-31,-19,-43,-117,-57
5.1,-33,-20,-43,-118,-57
5.10833,-34,-20,-45,-119,-57
5.11667,-34,-21,-45,-119,-58
5.125,-34,-20,-46,-119,-58
5.13333,-34,-20,-46,-119,-59
5.14167,-35,-19,-46,-119,-58
5.15,-36,-19,-46,-119,-58
5.15833,-36,-20,-45,-120,-58
5.16667,-37,-21,-44,-119,-58
5.175,-37,-21,-44,-118,-57
5.18333,-36,-21,-44,-118,-56
5.19167,-35,-21,-44,-118,-55
5.2,-34,-22,-43,-119,-55
5.20833,-34,-21,-44,-119,-56
5.21667,-34,-20,-45,-119,-56
5.225,-33,-19,-46,-119,-56
5.23333,-32,-18,-48,-118,-56
5.24167,-32,-18,-48,-119,-57
5.25,-32,-18,-48,-120,-57
5.25833,-32,-19,-47,-119,-56
5.26667,-32,-21,-47,-118,-57
5.275,-33,-21,-47,-117,-56
5.28333,-33,-21,-46,-118,-56
5.29167,-33,-21,-45,-118,-57
5.3,-33,-20,-45,-119,-57
5.30833,-33,-19,-45,-119,-58
5.31667,-32,-18,-45,-119,-58
5.325,-31,-19,-46,-120,-58
5.33333,-32,-20,-46,-120,-56
5.34167,-31,-20,-47,-119,-55
5.35,-30,-21,-46,-119,-55
5.35833,-30,-22,-45,-119,-56
5.36667,-31,-21,-45,-119,-57
5.375,-32,-21,-46,-120,-57
5.38333,-32,-22,-45,-121,-56
5.39167,-32,-22,-44,-122,-56
5.4,-32,-21,-45,-122,-56
5.40833,-32,-21,-44,-122,-56
5.41667,-33,-20,-45,-121,-57
5.425,-34,-19,-45,-120,-57
5.43333,-34,-19,-46,-120,-58
5.44167,-33,-21,-46,-120,-58
5.45,-34,-21,-45,-120,-58
5.45833,-34,-21,-45,-120,-57
5.46667,-33,-22,-45,-121,-57
5.475,-34,-22,-44,-122,-57
5.48333,-35,-22,-44,-123,-57
5.49167,-35,-22,-45,-123,-56
5.5,-34,-22,-46,-122,-56
5.50833,-34,-21,-46,-121,-56
5.51667,-33,-20,-47,-121,-56
5.525,-33,-20,-48,-121,-56
5.53333,-33,-20,-47,-121,-56
5.54167,-34,-20,-46,-122,-57
5.55,-34,-19,-46,-122,-58
5.55833,-34,-20,-45,-123,-59
5.56667,-33,-20,-46,-123,-58
5.575,-33,-21,-46,-122,-58
5.58333,-33,-21,-47,-121,-58
5.59167,-33,-21,-48,-121,-58
5.6,-34,-21,-47,-122,-58
5.60833,-33,-21,-46,-123,-58
5.61667,-33,-21,-45,-123,-58
5.625,-33,-21,-45,-124,-58
5.63333,-34,-21,-44,-125,-58
5.64167,-34,-20,-45,-124,-58
5.65,-34,-20,-45,-123,-58
5.65833,-35,-20,-46,-123,-58
5.66667,-36,-21,-46,-124,-59
5.675,-36,-21,-45,-124,-58
5.68333,-36,-21,-45,-124,-57
5.69167,-36,-21,-45,-124,-57
5.7,-35,-22,-45,-124,-56
5.70833,-34,-21,-46,-123,-56
5.71667,-32,-20,-45,-122,-57
5.725,-33,-20,-45,-123,-57
5.73333,-34,-20,-45,-124,-57
5.74167,-34,-20,-44,-124,-58
5.75,-34,-21,-43,-125,-58
5.75833,-34,-21,-43,-125,-58
5.76667,-33,-21,-44,-124,-58
5.775,-32,-20,-43,-123,-59
5.78333,-33,-21,-44,-123,-59
5.79167,-34,-22,-45,-123,-58
5.8,-34,-21,-45,-123,-58
5.80833,-34,-21,-46,-123,-58
5.81667,-34,-22,-46,-124,-58
5.825,-35,-22,-46,-124,-58
5.83333,-35,-23,-45,-125,-58
5.84167,-35,-22,-45,-125,-58
5.85,-35,-22,-46,-124,-59
5.85833,-36,-22,-46,-124,-59
5.86667,-35,-21,-47,-124,-59
5.875,-35,-22,-46,-124,-59
5.88333,-35,-22,-45,-124,-58
5.89167,-35,-21,-45,-125,-59
5.9,-35,-22,-44,-125,-60
5.90833,-34,-22,-44,-125,-60
5.91667,-34,-22,-45,-124,-60
5.925,-35,-23,-46,-125,-60
5.93333,-34,-23,-47,-125,-60
5.94167,-33,-22,-48,-125,-60
5.95,-33,-21,-48,-125,-60
5.95833,-34,-21,-47,-125,-60
5.96667,-34,-21,-46,-126,-60
5.975,-35,-21,-46,-125,-59
5.98333,-36,-21,-46,-125,-58
5.99167,-36,-20,-47,-125,-58
6,-36,-21,-47,-125,-58
6.00833,-35,-21,-47,-126,-58
6.01667,-35,-21,-47,-127,-58
6.025,-35,-22,-46,-127,-57
6.03333,-35,-22,-45,-126,-58
6.04167,-34,-22,-44,-126,-58
6.05,-32,-21,-44,-126,-59
6.05833,-31,-19,-45,-126,-58
6.06667,-30,-20,-46,-126,-58
6.075,-31,-20,-47,-125,-58
6.08333,-33,-20,-47,-125,-59
6.09167,-34,-21,-47,-125,-59
6.1,-34,-21,-48,-124,-59
6.10833,-34,-20,-47,-123,-60
6.11667,-35,-20,-47,-123,-60
6.125,-36,-20,-48,-124,-60
6.13333,-36,-20,-48,-124,-59
6.14167,-36,-20,-48,-125,-59
6.15,-37,-20,-49,-126,-59
6.15833,-36,-20,-48,-126,-60
6.16667,-35,-20,-48,-126,-59
6.175,-34,-21,-46,-125,-59
6.18333,-34,-21,-45,-126,-59
6.19167,-34,-20,-45,-127,-59
6.2,-35,-20,-46,-127,-58
6.20833,-34,-21,-45,-126,-58
6.21667,-35,-22,-46,-126,-58
6.225,-35,-21,-46,-125,-57
6.23333,-36,-20,-46,-125,-57
6.24167,-36,-20,-46,-125,-58
6.25,-35,-20,-45,-125,-59
6.25833,-34,-20,-43,-127,-60
6.26667,-34,-19,-43,-128,-60
6.275,-34,-19,-44,-128,-60
6.28333,-34,-19,-45,-126,-59
6.29167,-34,-20,-45,-125,-59
6.3,-33,-20,-45,-124,-58
6.30833,-34,-19,-45,-124,-58
6.31667,-35,-20,-46,-124,-58
6.325,-35,-21,-46,-125,-59
6.33333,-35,-21,-46,-125,-59
6.34167,-36,-20,-45,-124,-59
6.35,-37,-19,-46,-124,-58
6.35833,-37,-19,-47,-125,-59
6.36667,-37,-20,-46,-125,-59
6.375,-37,-19,-45,-125,-59
6.38333,-35,-20,-46,-124,-59
6.39167,-34,-21,-46,-124,-58
6.4,-35,-20,-46,-124,-58
6.40833,-35,-20,-46,-124,-58
6.41667,-35,-21,-47,-125,-58
6.425,-35,-21,-47,-125,-58
6.43333,-35,-21,-47,-126,-58
6.44167,-35,-22,-47,-126,-58
6.45,-34,-22,-46,-126,-58
6.45833,-33,-23,-47,-125,-58
6.46667,-32,-23,-47,-125,-58
6.475,-33,-22,-48,-126,-58
6.48333,-33,-21,-47,-124,-57
6.49167,-33,-20,-47,-124,-57
6.5,-34,-19,-47,-126,-57
6.50833,-34,-18,-48,-127,-57
6.51667,-35,-18,-47,-128,-58
6.525,-36,-19,-46,-128,-58
6.53333,-37,-20,-46,-127,-57
6.54167,-37,-22,-46,-127,-57
6.55,-38,-22,-46,-126,-57
6.55833,-37,-22,-46,-126,-58
6.56667,-37,-21,-45,-126,-58
6.575,-37,-20,-45,-126,-58
6.58333,-37,-18,-45,-124,-58
6.59167,-36,-18,-45,-123,-58
6.6,-37,-18,-45,-124,-58
6.60833,-37,-18,-45,-124,-58
6.61667,-36,-18,-46,-125,-58
6.625,-36,-19,-46,-126,-58
6.63333,-36,-20,-46,-126,-59
6.64167,-34,-20,-46,-126,-59
6.65,-33,-21,-47,-126,-60
6.65833,-33,-21,-47,-127,-61
6.66667,-33,-21,-47,-127,-61
6.675,-33,-20,-47,-127,-61
6.68333,-33,-19,-47,-127,-62
6.69167,-33,-18,-46,-127,-63
6.7,-33,-18,-46,-127,-63
6.70833,-33,-19,-46,-127,-63
6.71667,-34,-20,-46,-128,-62
6.725,-35,-21,-48,-128,-63
6.73333,-35,-21,-48,-129,-62
6.74167,-36,-20,-47,-129,-61
6.75,-35,-20,-47,-130,-60
6.75833,-36,-20,-47,-132,-60
6.76667,-36,-20,-48,-133,-61
6.775,-36,-20,-47,-132,-62
6.78333,-36,-21,-46,-132,-64
6.79167,-37,-21,-45,-132,-65
6.8,-37,-20,-45,-132,-65
6.80833,-36,-21,-45,-131,-66
6.81667,-35,-21,-43,-131,-65
6.825,-35,-22,-43,-132,-65
6.83333,-35,-22,-43,-132,-65
6.84167,-35,-21,-44,-134,-65
6.85,-36,-21,-44,-134,-64
6.85833,-36,-22,-44,-134,-64
6.86667,-36,-23,-46,-134,-63
6.875,-37,-22,-48,-134,-64
6.88333,-38,-22,-48,-134,-64
6.89167,-39,-22,-48,-134,-65
6.9,-39,-22,-47,-136,-66
6.90833,-39,-22,-47,-137,-66
6.91667,-39,-22,-47,-136,-66
6.925,-40,-24,-47,-137,-66
6.93333,-39,-25,-46,-138,-66
6.94167,-39,-26,-46,-138,-66
6.95,-39,-25,-45,-138,-67
6.95833,-39,-25,-45,-138,-67
6.96667,-38,-24,-46,-137,-68
6.975,-38,-23,-46,-137,-69
6.98333,-38,-23,-47,-138,-69
6.99167,-39,-24,-47,-139,-69
